Id,Label,date_of_episode
A4192,roy orbison,"June 9, 1989"
A4419,sir cliff richard,"June 9, 1989"
A248,antonin dvorak,"June 16, 1989"
A848,choir of the carmelite priory london,"June 16, 1989"
A2086,humpback whales,"June 16, 1989"
A3163,martin shaw,"June 16, 1989"
A4284,santana,"June 16, 1989"
A4409,simon garfunkel,"June 16, 1989"
A5246,vangelis,"June 16, 1989"
A5418,wolfgang amadeus mozart,"June 16, 1989"
A346,ballade no 2 in f major op 38,"June 23, 1989"
A1146,diane langton,"June 23, 1989"
A1394,elvis presley,"June 23, 1989"
A1657,gabriel faure,"June 23, 1989"
A1815,giuseppe verdi,"June 23, 1989"
A1942,harolyn blackwell,"June 23, 1989"
A4686,the andrews sisters,"June 23, 1989"
A5138,tom rall,"June 23, 1989"
A651,bruce springsteen,"July 7, 1989"
A1280,eagles,"July 7, 1989"
A1390,elton john,"July 7, 1989"
A2616,julie covington,"July 7, 1989"
A4553,stevie nicks,"July 7, 1989"
A4705,the beatles,"July 7, 1989"
A5165,tony jacklin,"July 7, 1989"
A5412,wings,"July 7, 1989"
A372,barbara windsor,"July 14, 1989"
A912,cleo laine,"July 14, 1989"
A1359,elisabeth welch,"July 14, 1989"
A1448,erik satie,"July 14, 1989"
A3128,marion montgomery,"July 14, 1989"
A3313,millicent martin,"July 14, 1989"
A3716,patricia hodge,"July 14, 1989"
A3807,peter dawson,"July 14, 1989"
A845,"choir of st john’s college, cambridge","July 21, 1989"
A904,claude debussy,"July 21, 1989"
A1618,franz schubert,"July 21, 1989"
A1639,frederick delius,"July 21, 1989"
A1725,george frideric handel,"July 21, 1989"
A2427,johann sebastian bach,"July 21, 1989"
A3962,ralph vaughan williams,"July 21, 1989"
A4503,st michaels singers halle orchestra,"July 21, 1989"
A255,antonio vivaldi,"July 23, 1989"
A881,chuck berry,"July 23, 1989"
A3004,ludwig van beethoven,"July 23, 1989"
A3033,maclauchlin,"July 23, 1989"
A3509,nicola piovani,"July 23, 1989"
A3540,nobody told me,"July 23, 1989"
A4694,the bach choir,"July 23, 1989"
A4741,the cars,"July 23, 1989"
A461,bessie smith,"August 4, 1989"
A886,cicely courtneidge,"August 4, 1989"
A3146,marlene dietrich,"August 4, 1989"
A3602,olivier messiaen,"August 4, 1989"
A3898,prague madrigalists,"August 4, 1989"
A4054,richard strauss,"August 4, 1989"
A4474,sophie tucker,"August 4, 1989"
A5223,up above my head i hear music in the air,"August 4, 1989"
A248,antonin dvorak,"August 6, 1989"
A890,cincinnati pops orchestra,"August 6, 1989"
A1368,ella fitzgerald,"August 6, 1989"
A1515,felix mendelssohn,"August 6, 1989"
A1815,giuseppe verdi,"August 6, 1989"
A1898,gustav mahler,"August 6, 1989"
A3394,muddy waters,"August 6, 1989"
A5241,van morrison,"August 6, 1989"
A248,antonin dvorak,"August 13, 1989"
A1618,franz schubert,"August 13, 1989"
A1657,gabriel faure,"August 13, 1989"
A1727,george gershwin,"August 13, 1989"
A1815,giuseppe verdi,"August 13, 1989"
A1898,gustav mahler,"August 13, 1989"
A3004,ludwig van beethoven,"August 13, 1989"
A5011,the specials,"August 13, 1989"
A908,claudio monteverdi,"August 25, 1989"
A1616,franz liszt,"August 25, 1989"
A1618,franz schubert,"August 25, 1989"
A2427,johann sebastian bach,"August 25, 1989"
A3004,ludwig van beethoven,"August 25, 1989"
A4058,richard wagner,"August 25, 1989"
A5418,wolfgang amadeus mozart,"August 25, 1989"
A1618,franz schubert,"September 1, 1989"
A1898,gustav mahler,"September 1, 1989"
A1907,gwen ffrangcon davies,"September 1, 1989"
A2427,johann sebastian bach,"September 1, 1989"
A3004,ludwig van beethoven,"September 1, 1989"
A4058,richard wagner,"September 1, 1989"
A4204,royal military school of music,"September 1, 1989"
A4428,sir john gielgud,"September 1, 1989"
A301,artie shaw,"September 8, 1989"
A1348,elaine paige,"September 8, 1989"
A1417,ennio morricone,"September 8, 1989"
A4274,samuel barber,"September 8, 1989"
A4705,the beatles,"September 8, 1989"
A5256,vera lynn,"September 8, 1989"
A5357,where the blue of the night,"September 8, 1989"
A1618,franz schubert,"September 22, 1989"
A1731,george jones,"September 22, 1989"
A2572,joseph haydn,"September 22, 1989"
A3362,monteverdi choir,"September 22, 1989"
A3542,nocturne in b flat minor op 9 1,"September 22, 1989"
A4054,richard strauss,"September 22, 1989"
A4308,schutz,"September 22, 1989"
A5418,wolfgang amadeus mozart,"September 22, 1989"
A438,benjamin britten,"September 29, 1989"
A904,claude debussy,"September 29, 1989"
A1616,franz liszt,"September 29, 1989"
A4337,sergey rachmaninov,"September 29, 1989"
A5401,william walton,"September 29, 1989"
A5418,wolfgang amadeus mozart,"September 29, 1989"
A111,alex glasgow,"October 20, 1989"
A506,billie holiday,"October 20, 1989"
A1275,dylan thomas,"October 20, 1989"
A1368,ella fitzgerald,"October 20, 1989"
A1597,frank ricotti,"October 20, 1989"
A3849,philip larkin,"October 20, 1989"
A4697,the band,"October 20, 1989"
A5072,thelonious monk,"October 20, 1989"
A1133,dervishes,"October 27, 1989"
A1618,franz schubert,"October 27, 1989"
A1815,giuseppe verdi,"October 27, 1989"
A1898,gustav mahler,"October 27, 1989"
A2572,joseph haydn,"October 27, 1989"
A3004,ludwig van beethoven,"October 27, 1989"
A5418,wolfgang amadeus mozart,"October 27, 1989"
A438,benjamin britten,"November 3, 1989"
A506,billie holiday,"November 3, 1989"
A1414,english chamber orchestra,"November 3, 1989"
A1897,gustav holst,"November 3, 1989"
A2572,joseph haydn,"November 3, 1989"
A3554,noel coward,"November 3, 1989"
A4058,richard wagner,"November 3, 1989"
A5418,wolfgang amadeus mozart,"November 3, 1989"
A1326,edward elgar,"November 10, 1989"
A1390,elton john,"November 10, 1989"
A1435,eric clapton,"November 10, 1989"
A1784,get off my cloud,"November 10, 1989"
A3004,ludwig van beethoven,"November 10, 1989"
A3536,no woman no cry,"November 10, 1989"
A3932,pyotr ilyich tchaikovsky,"November 10, 1989"
A4705,the beatles,"November 10, 1989"
A255,antonio vivaldi,"November 17, 1989"
A364,barbara cook,"November 17, 1989"
A1622,fred astaire,"November 17, 1989"
A1749,georges bizet,"November 17, 1989"
A2623,julio iglesias,"November 17, 1989"
A3788,percy grainger,"November 17, 1989"
A3934,queen,"November 17, 1989"
A4117,roberta flack,"November 17, 1989"
A1749,georges bizet,"December 1, 1989"
A3004,ludwig van beethoven,"December 1, 1989"
A3891,polonaise in f sharp minor op 44,"December 1, 1989"
A3917,procol harum,"December 1, 1989"
A4058,richard wagner,"December 1, 1989"
A5284,vincenzo bellini,"December 1, 1989"
A5418,wolfgang amadeus mozart,"December 1, 1989"
A1236,dory previn,"December 8, 1989"
A1326,edward elgar,"December 8, 1989"
A1618,franz schubert,"December 8, 1989"
A2427,johann sebastian bach,"December 8, 1989"
A3004,ludwig van beethoven,"December 8, 1989"
A3554,noel coward,"December 8, 1989"
A4054,richard strauss,"December 8, 1989"
A5418,wolfgang amadeus mozart,"December 8, 1989"
A1241,douglas byng,"December 15, 1989"
A1618,franz schubert,"December 15, 1989"
A1815,giuseppe verdi,"December 15, 1989"
A1849,gotterdammerung closing scene,"December 15, 1989"
A2132,igor stravinsky,"December 15, 1989"
A2572,joseph haydn,"December 15, 1989"
A3004,ludwig van beethoven,"December 15, 1989"
A795,charles marie widor,"December 22, 1989"
A904,claude debussy,"December 22, 1989"
A1460,erroll garner,"December 22, 1989"
A2319,jennifer holliday,"December 22, 1989"
A2374,jimmy smith,"December 22, 1989"
A3041,mado robin,"December 22, 1989"
A3932,pyotr ilyich tchaikovsky,"December 22, 1989"
A5212,umberto giordano,"December 22, 1989"
